Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Senegal,SEN,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,144.5,142.3,141.7,142,142.8,143.8,144.7,145,143.8,140.8,135.7,128.4,119.6,110.4,101.4,93.3,86.4,80.5,75.6,71.5,68.1,65.2,62.7,60.6,58.8,57.3,55.8,54.3,52.7,50.9,48.8,46.6,44.4,42.4
Senegal,SEN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,58.6,65.7216644287109,66.8891525268555,68.0439987182617,68.9,70.3031387329102,72.8,74.6,73.6,74.2,75.7,76.7,80.4,83.6,80,81.2,83.4,84.3,87.8,86.3,87.8,85,86.9,87.7,91.7,93.5,95.2,92,93.9,96.6,96.1
Senegal,SEN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,4.87466167299289,2.07164054676155,3.91607759069201,5.7664919620875,7.84425287953184,9.49389437250895,11.6195222574929,12.8,15.3,11.3,18.6,8.7,23.3,25.4,24.5,26.1,30.6,34.9,31.7,32.5,31.8,41,38.1,44.5,35.4,41.4,47.8,38.6,43.4,43.4,56.5
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,26,27.190486907959,28.8571910858154,30.5211772918701,32.2,33.8382682800293,36.2,37.7,38.9,36.8,41.9,36.8,47.1,49.9,48.1,49.7,53.5,56.5,56.5,56.5,57,61,60.5,64.5,61.7,66,70.4,64.3,68,67.9,74.2
Nigeria,NGA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.54788143094428,8.67739295298641,9.03718763815735,9.25551076252104,6.65219728520483,6.12010547762816,5.94455212092506,5.85497185166093,5.13143662120452,5.14022597192675,4.30281801083668,3.64727250236162
Nigeria,NGA,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,38.9317093352279,40.1399834792844,31.0524950878661,18.4801443990806,20.744425584784,23.0356597033777,19.5706403529071,23.6848007209971,20.6942836250646,32.8702439317873,32.9447550187037,18.2732056803632,17.2936729031185,14.1344219189278,16.0146827057849,21.3500423524933,35.9554554325786,13.3448989000262,18.410682725576,14.490853363554,10.2444010102375,9.34861932837115,19.0398374024628,6.04901848644182,10.32182372585,6.48748993142931,5.49591883975005,6.83651910420336,6.21102341179283,9.51700587318642,16.6445439721868,20.5520616576926,..,..
Nigeria,NGA,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,49.7,..,..,..,..,..,..,..,..,..,..,..,..,45.7,..,..,..,..,..,..,..,36.8,..,..,35.4,35.6,45.7,..,39.4,..,36.1,35,..,..
Nigeria,NGA,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,47.7,..,..,..,..,..,..,..,..,..,..,..,..,39.4,..,..,..,..,..,..,..,34.9,..,..,31.7,30.4,41.4,..,34.1,..,26.9,32.5,..,..
Nigeria,NGA,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,48.7,..,..,43.8,..,..,..,..,..,..,..,..,..,42.5,..,..,..,..,..,..,..,35.8,..,..,33.6,33,43.6,..,36.8,..,31.5,33.8,..,..
Nigeria,NGA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,8.7,8.7,8.8,8.9,9.1,9.2,9.4,9.6,9.9,10.4,11.1,11.7,11.4,11.1,10.7,10.8,11.5,12.1,14.3,15.8,17.6,18.7,19.9
Nigeria,NGA,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.7,..,..,..,..
Nigeria,NGA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,426.746,434.23,433.096,433.319,436.859,435.828,438.459,436.962,432.941,426.424,420.766,413.918,407.223,400.042,393.771,395.492,394.456,389.583,385.116,383.557,381.744,379.82,377.929,378.192,378.732,379.757,375.861,374.323,372.09,368.64,373.086,372.991,360.381,356.354
Nigeria,NGA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,374.794,378.95,377.401,372.012,374.648,376.903,382.722,387.2,392.944,390.763,386.687,388.716,388.616,384.339,380.799,375.402,373.949,368.993,367.809,364.208,363.335,364.028,363.264,362.22,361.45,364.365,363.036,361.359,358.925,356.052,356.862,358.817,345.802,342.633
Nigeria,NGA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,104.7,104.7,104.7,104.7,104.6,104.2,103.4,102.1,100.2,97.7,94.9,91.8,88.6,85.6,82.7,80,77.7,75.6,73.8,72.3,71.1,70,69.1,68.5,68.1,68,68.1,68.3,68.7,69.1,69.5,69.9,70.2,70.1
Nigeria,NGA,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,113,113.2,113.1,112.8,112.6,112.2,111.4,109.9,108.1,105.3,102.3,99.2,96,92.9,90.1,87.5,85.2,83,81.2,79.4,77.9,76.7,75.8,75.1,74.6,74.2,74.2,74.5,74.9,75.3,75.7,76.1,76.5,76.5
Nigeria,NGA,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,95.7,95.8,96,96.2,96.1,95.7,95,93.8,91.8,89.7,87.1,84,80.9,77.9,74.8,72.2,69.7,67.8,66.1,64.9,63.9,62.9,62.2,61.6,61.5,61.5,61.6,61.8,62.1,62.5,62.9,63.2,63.5,63.5
Nigeria,NGA,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,49.5,49.6,49.7,49.8,49.8,49.7,49.4,49,48.3,47.3,46.1,44.8,43.4,42.1,40.9,40,39.3,38.8,38.4,38.1,37.9,37.7,37.6,37.7,37.8,38,38.2,38.5,38.7,39,39.2,39.3,39.3,39.2
Nigeria,NGA,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,197.7,197,196.3,195.5,194.2,192.2,189.4,185.5,180.5,175.1,169,162.4,156,149.5,143.4,137.9,132.7,128.5,124.6,121.6,119.1,116.7,114.6,113,112,111.4,111,110.9,111,111.2,111.3,111.5,111.3,110.8
Nigeria,NGA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,207.6,206.7,205.7,204.6,203.1,201,198.1,194.3,189.4,183.6,177.3,170.5,163.9,157.4,151.4,145.8,140.9,136.5,132.5,129.2,126.3,123.8,121.6,119.9,118.7,117.8,117.4,117.2,117.2,117.4,117.4,117.6,117.5,116.8
Nigeria,NGA,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,216.8,215.9,214.8,213.1,211.5,209.3,206.5,202.6,197.9,191.8,185.1,178.3,171.4,164.9,159,153.5,148.6,144,140.2,136.6,133.2,130.6,128.4,126.6,125.1,123.9,123.4,123.2,123.1,123.1,123.1,123.2,123.1,122.6
Nigeria,NGA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,82.4,83.7839584350586,83.8470993041992,83.9070816040039,83.9607467651367,84.0049285888672,84.0364761352539,84.0522232055664,84.0490188598633,84.3,83.8,83.8,83.8,84.9,83.8,83.8,83.9,86.2,84.8,84.1,79.8,87.1,84.5,83.6,84.7,81.5,86,86.8,81.7,83.9,83.9,89.2,89,85
Nigeria,NGA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,4.04391372536075,14.2529109017222,14.9700471628511,15.6931901780981,16.4231206189389,17.1597683755411,17.9032057830542,18.6585470745314,19.4251489051188,24.3267900721401,21.5,21.8,22.1,32.7,22.8,23.1,23.5,25.3,25.6,24.6,23.5,31,27,31.6,27.1,25.9,34,22.6,31,25.5,24.6,26.3,27,32.9
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,27.3,35.2346000671387,36.0994606018066,36.9636459350586,37.8264694213867,38.6872520446777,39.5453186035156,40.3999824523926,41.2505683898926,44.9,43.2,43.9,44.6,52.2,46.1,46.8,47.6,50.1,50.3,50,48,55.9,53,55.6,54.2,52.5,59.3,54.4,56.5,55.4,55.4,59.5,60.5,61.2
South Africa,ZAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,0,0,..,0,0,..,0,..,..,0,0,20.4720497131348,20.0956993103027,19.5923004150391,19.9346294403076,19.9249897003174,18.0049896240234,18.0270690917969,17.9063091278076,18.3062591552734,18.0443706512451,18.6622905731201,19.6699504852295,18.6965999603271,18.9891605377197,18.6993503570557,18.0487403869629,18.7192897796631,18.90159034729,19.605770111084,19.6557006835938,18.9369506835938,18.8926601409912,19.1706295013428
South Africa,ZAF,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,-2.18165959845874,-0.362629779217914,1.85998127195737,2.74852282431393,2.12285580468719,5.28118496936451,2.93592043685071,3.61256565060598,2.63234597995865,2.09978827664025,1.43406700218413,-0.889848860457689,2.20642069282728,5.21581531014592,3.81303866620335,4.9864163311799,4.74021674006922,2.59135533012272,-2.738284356037,2.77946789392586,2.59311339712983,1.76073675684449,-0.318868860743985,-1.1827609536689,-0.920998626124741,0.468231007451687,-1.1104502296605,-0.186155918380558,-1.41655202240419,-1.74508376236857,-2.13590893180914,0.97468618331827,..,..
South Africa,ZAF,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.5,..,..,..,..,..,..,24.3,29.8,24.9,..,..,..,..,..,..
South Africa,ZAF,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.4,..,..,..,..,..,..,18.2,25,17.8,..,..,..,..,..,..
South Africa,ZAF,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,28.7,..,..,..,..,30.1,..,..,..,..,..,..,..,..,25,..,..,..,..,..,..,21.2,27.4,21.3,..,..,..,..,..,..
South Africa,ZAF,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,3.6,3.5,3.4,3.3,3.3,3.4,3.5,3.5,4,4.5,5,5.2,5.6,6.4,6.6,6.4,6.1,6.4,7.2,8.6,9.4,10,10
South Africa,ZAF,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.6,..,..,..,..
South Africa,ZAF,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,353.508,356.581,361.925,369.395,377.977,390.486,408.93,422.43,434.199,447.635,473.064,489.812,514.96,539.364,543.782,544.084,545.478,539.741,526.761,507.838,480.491,458.132,432.549,420.19,403.681,391.264,381.314,370.427,359.292,342.77,353.022,404.674,345.339,327.232
South Africa,ZAF,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,202.044,203.345,207.816,214.735,225.521,241.565,263.19,282.832,300.827,319.615,342.502,370.566,407.12,436.031,453.736,460.984,459.373,443.696,424.338,403.042,375.254,346.71,320.219,303.13,284.727,274.858,263.469,254.61,245.332,234.54,255.531,298.193,223.504,212.621
South Africa,ZAF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,52.1,50.1,48.6,47.5,46.7,46,45.5,45.3,45.4,46,46.5,47.2,47.6,48.3,48.7,47.7,46,44,41,38.2,36,34.5,33.3,32.1,30.7,29.3,28,26.8,25.8,25.1,24.5,24.3,24.3,24.3
South Africa,ZAF,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,56.6,54.5,52.7,51.5,50.6,49.8,49.1,48.7,48.7,49.2,49.6,50.3,50.6,51.3,51.6,50.6,48.8,46.7,43.5,40.7,38.4,36.8,35.5,34.2,32.8,31.3,30,28.8,27.7,26.9,26.4,26.2,26.1,26.2
South Africa,ZAF,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,47.2,45.5,44.2,43.2,42.7,42.1,41.7,41.6,41.9,42.5,43.2,44,44.5,45.2,45.6,44.7,43,41.2,38.3,35.7,33.6,32.1,31,29.8,28.5,27.2,26,24.8,23.9,23.1,22.6,22.4,22.3,22.3
South Africa,ZAF,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,20.5,20.1,19.7,19.2,18.7,18.1,17.2,16.2,15.1,14.2,13.5,13,12.7,12.6,12.6,12.8,13.1,13.3,13.4,13.3,13,12.5,12.1,11.9,11.7,11.7,11.6,11.5,11.4,11.5,11.6,11.7,12,12.2
South Africa,ZAF,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,52.7,51.6,51.3,51.8,53.1,54.6,56.4,58.4,61.4,64.5,67.2,70.5,72.9,75.1,76.6,75.8,73,67.5,60.2,53.4,47.1,42.5,40.1,38.5,36.9,35.4,34.1,33,32.2,31.7,31.3,31.3,31.6,32.1
South Africa,ZAF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,58.1,56.8,56.2,56.6,57.8,59.2,60.9,62.9,65.8,68.7,71.4,74.5,77,79.2,80.7,79.8,76.9,71.2,63.7,56.9,50.3,45.6,43.1,41.4,39.7,38.2,36.8,35.7,34.9,34.3,33.9,34,34.3,34.8
South Africa,ZAF,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,63.2,61.7,61,61.2,62.3,63.6,65.2,67,69.9,72.7,75.3,78.4,80.8,83.1,84.5,83.6,80.6,74.8,67.1,60.1,53.3,48.5,45.9,44.1,42.4,40.8,39.4,38.3,37.4,36.8,36.3,36.5,36.8,37.3
South Africa,ZAF,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,..,..,..,85.2983245849609,85.4151077270508,84.2,85.5903244018555,85.6,85.7,85.7,87.7,85.7,85.8,85.9,86,86.1,86.3,86.4,86.5,86.7,86.8,86.9,87,87.1,87.2,87.2,87.3,87.3,87.4,87.1,90.9
South Africa,ZAF,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,23.7916102466752,49.6544141692749,40.4060402668527,52.8789748424114,54.9,49.4,64.3,66.3,73.2,73.4,72.9,75.9,75.3,76.7,76.9,78.6,82.6,82.4,84.1,82.1,77.9,79.1,79.7,80.4,95.5,93.4,93.4,94
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,57.6,69.4833526611328,64.9,71.331787109375,72.4,70.2,76.7,78.8,80.6,80.8,80.7,82,81.9,82.6,82.8,83.6,85.2,85.2,85.9,85.3,83.9,84.4,84.7,85,90,89.3,86.5,87.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 04/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
